E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
9.6068	9564	e-	EventGenerator	0.06514
9.6068	9564	gamma	eBrem	-1e+06
9.6068	9564	gamma	eBrem	-1e+06
9.6068	9564	e-	eIoni	-1e+06
9.6068	9564	gamma	eBrem	-1e+06
9.6068	9564	e-	phot	-1e+06
9.6068	9564	e-	phot	-1e+06
	3.6468	9564	-1	EventGenerator/eBrem/eBrem/eIoni/eBrem/phot/phot/
9.6695	9565	e-	EventGenerator	0.065583
	1.9905	9565	-1	EventGenerator/
9.5084	9566	e-	EventGenerator	0.065214
	1.2147	9566	-1	EventGenerator/
9.5881	9567	e-	EventGenerator	0.065173
	1.4793	9567	-1	EventGenerator/
9.6485	9568	e-	EventGenerator	0.065487
	1.6238	9568	-1	EventGenerator/
9.6632	9569	e-	EventGenerator	0.06532
	1.1655	9569	-1	EventGenerator/
9.6577	9570	e-	EventGenerator	0.065876
9.6577	9570	gamma	eBrem	-1e+06
	2.9187	9570	-1	EventGenerator/eBrem/
9.5542	9571	e-	EventGenerator	0.068438
9.5542	9571	gamma	eBrem	-1e+06
9.5542	9571	gamma	eBrem	-1e+06
9.5542	9571	gamma	eBrem	-1e+06
9.5542	9571	e-	phot	-1e+06
	2.997	9571	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.6378	9572	e-	EventGenerator	0.065462
9.6378	9572	gamma	eBrem	-1e+06
9.6378	9572	gamma	eBrem	-1e+06
	3.6586	9572	-1	EventGenerator/eBrem/eBrem/
9.6862	9573	e-	EventGenerator	0.065172
	1.7586	9573	-1	EventGenerator/
9.6937	9574	e-	EventGenerator	0.065803
	2.1535	9574	-1	EventGenerator/
9.6869	9575	e-	EventGenerator	0.065772
9.6869	9575	e-	eIoni	-1e+06
9.6869	9575	gamma	eBrem	-1e+06
9.6869	9575	e-	phot	-1e+06
	5.4305	9575	-1	EventGenerator/eIoni/eBrem/phot/
9.5025	9576	e-	EventGenerator	0.065268
9.5025	9576	gamma	eBrem	-1e+06
9.5025	9576	gamma	eBrem	-1e+06
9.5025	9576	gamma	eBrem	-1e+06
0.24714	9576	gamma	eBrem	0.07075
0.24714	9576	e-	phot	-1e+06
0.24714	9576	e-	phot	-1e+06
	3.4913	9576	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/phot/
8.2264	9577	e-	EventGenerator	0.065333
1.4034	9577	gamma	eBrem	0.065497
1.4034	9577	gamma	eBrem	-1e+06
1.4034	9577	gamma	eBrem	-1e+06
1.4034	9577	e-	eIoni	-1e+06
	5.928	9577	-1	EventGenerator/eBrem/eBrem/eBrem/eIoni/
9.5653	9578	e-	EventGenerator	0.065546
9.5653	9578	gamma	eBrem	-1e+06
9.5653	9578	gamma	eBrem	-1e+06
9.5653	9578	gamma	eBrem	-1e+06
	2.7233	9578	-1	EventGenerator/eBrem/eBrem/eBrem/
9.6356	9579	e-	EventGenerator	0.067019
9.6356	9579	gamma	eBrem	-1e+06
	2.5035	9579	-1	EventGenerator/eBrem/
9.6663	9580	e-	EventGenerator	0.065233
	1.1794	9580	-1	EventGenerator/
9.6799	9581	e-	EventGenerator	0.06518
9.6799	9581	gamma	eBrem	-1e+06
	1.206	9581	-1	EventGenerator/eBrem/
9.5926	9582	e-	EventGenerator	0.065478
9.5926	9582	gamma	eBrem	-1e+06
	1.2394	9582	-1	EventGenerator/eBrem/
9.5978	9583	e-	EventGenerator	0.065368
0.013996	9583	gamma	eBrem	0.065146
0.013996	9583	gamma	eBrem	-1e+06
0.013996	9583	gamma	eBrem	-1e+06
0.013996	9583	e-	phot	-1e+06
	2.2024	9583	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.6807	9584	e-	EventGenerator	0.065855
	1.2897	9584	-1	EventGenerator/
9.5771	9585	e-	EventGenerator	0.065227
9.5771	9585	gamma	eBrem	-1e+06
9.5771	9585	e-	eIoni	-1e+06
	1.5419	9585	-1	EventGenerator/eBrem/eIoni/
9.5754	9586	e-	EventGenerator	0.065891
0.098077	9586	gamma	eBrem	0.065088
0.098077	9586	e-	phot	-1e+06
	2.8481	9586	-1	EventGenerator/eBrem/phot/
9.5832	9587	e-	EventGenerator	0.065166
9.5832	9587	gamma	eBrem	-1e+06
9.5832	9587	e-	eIoni	-1e+06
9.5832	9587	e-	phot	-1e+06
	1.6753	9587	-1	EventGenerator/eBrem/eIoni/phot/
9.6842	9588	e-	EventGenerator	0.066301
	1.3092	9588	-1	EventGenerator/
9.6964	9589	e-	EventGenerator	0.065289
	1.3529	9589	-1	EventGenerator/
9.705	9590	e-	EventGenerator	0.065726
9.705	9590	gamma	eBrem	-1e+06
9.705	9590	gamma	eBrem	-1e+06
9.705	9590	gamma	eBrem	-1e+06
9.705	9590	gamma	eBrem	-1e+06
9.705	9590	e-	phot	-1e+06
	3.1619	9590	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/
9.6848	9591	e-	EventGenerator	0.065319
9.6848	9591	gamma	eBrem	-1e+06
	1.5106	9591	-1	EventGenerator/eBrem/
9.0797	9592	e-	EventGenerator	0.065447
0.50535	9592	gamma	eBrem	0.06549
0.50535	9592	gamma	eBrem	-1e+06
0.50535	9592	e-	phot	-1e+06
	1.7876	9592	-1	EventGenerator/eBrem/eBrem/phot/
9.6536	9593	e-	EventGenerator	0.065339
	1.4637	9593	-1	EventGenerator/
9.6346	9594	e-	EventGenerator	0.065416
	1.4406	9594	-1	EventGenerator/
8.6831	9595	e-	EventGenerator	0.065846
8.6831	9595	gamma	eBrem	-1e+06
8.6831	9595	e-	phot	-1e+06
	6.1605	9595	-1	EventGenerator/eBrem/phot/
9.6672	9596	e-	EventGenerator	0.065605
9.6672	9596	gamma	eBrem	-1e+06
9.6672	9596	gamma	eBrem	-1e+06
9.6672	9596	e-	phot	-1e+06
	1.7966	9596	-1	EventGenerator/eBrem/eBrem/phot/
9.5993	9597	e-	EventGenerator	0.067518
9.5993	9597	gamma	eBrem	-1e+06
9.5993	9597	e-	phot	-1e+06
	2.8649	9597	-1	EventGenerator/eBrem/phot/
9.6177	9598	e-	EventGenerator	0.065768
	1.1582	9598	-1	EventGenerator/
9.6085	9599	e-	EventGenerator	0.065941
	1.3731	9599	-1	EventGenerator/
9.6627	9600	e-	EventGenerator	0.065218
9.6627	9600	gamma	eBrem	-1e+06
	1.2697	9600	-1	EventGenerator/eBrem/
9.5056	9601	e-	EventGenerator	0.065168
9.5056	9601	gamma	eBrem	-1e+06
9.5056	9601	gamma	eBrem	-1e+06
9.5056	9601	gamma	eBrem	-1e+06
	1.6835	9601	-1	EventGenerator/eBrem/eBrem/eBrem/
9.5902	9602	e-	EventGenerator	0.067686
9.5902	9602	gamma	eBrem	-1e+06
	1.5848	9602	-1	EventGenerator/eBrem/
9.4814	9603	e-	EventGenerator	0.065321
9.4814	9603	gamma	eBrem	-1e+06
9.4814	9603	gamma	eBrem	-1e+06
	1.3563	9603	-1	EventGenerator/eBrem/eBrem/
9.5561	9604	e-	EventGenerator	0.065563
9.5561	9604	gamma	eBrem	-1e+06
9.5561	9604	e-	phot	-1e+06
	1.5362	9604	-1	EventGenerator/eBrem/phot/
9.4844	9605	e-	EventGenerator	0.06514
9.4844	9605	gamma	eBrem	-1e+06
9.4844	9605	gamma	eBrem	-1e+06
9.4844	9605	e-	phot	-1e+06
	2.0231	9605	-1	EventGenerator/eBrem/eBrem/phot/
9.6846	9606	e-	EventGenerator	0.06514
0.010754	9606	gamma	eBrem	0.065334
0.010754	9606	gamma	eBrem	-1e+06
0.010754	9606	gamma	eBrem	-1e+06
0.010754	9606	e-	phot	-1e+06
	1.2081	9606	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.551	9607	e-	EventGenerator	0.065226
	1.3568	9607	-1	EventGenerator/
9.7063	9608	e-	EventGenerator	0.065542
9.7063	9608	gamma	eBrem	-1e+06
9.7063	9608	gamma	eBrem	-1e+06
9.7063	9608	gamma	eBrem	-1e+06
9.7063	9608	gamma	eBrem	-1e+06
9.7063	9608	e-	phot	-1e+06
9.7063	9608	e-	phot	-1e+06
9.7063	9608	e-	compt	-1e+06
9.7063	9608	e-	phot	-1e+06
	5.0218	9608	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/phot/compt/phot/
6.675	9609	gamma	eBrem	0.065141
9.5382	9610	e-	EventGenerator	0.065367
9.5382	9610	gamma	eBrem	-1e+06
9.5382	9610	gamma	eBrem	-1e+06
	3.8707	9610	-1	EventGenerator/eBrem/eBrem/
9.5308	9611	e-	EventGenerator	0.065842
9.5308	9611	gamma	eBrem	-1e+06
9.5308	9611	gamma	eBrem	-1e+06
9.5308	9611	gamma	eBrem	-1e+06
9.5308	9611	e-	compt	-1e+06
	3.7538	9611	-1	EventGenerator/eBrem/eBrem/eBrem/compt/
9.6713	9612	e-	EventGenerator	0.065183
9.6713	9612	gamma	eBrem	-1e+06
9.6713	9612	gamma	eBrem	-1e+06
	1.2335	9612	-1	EventGenerator/eBrem/eBrem/
9.6948	9613	e-	EventGenerator	0.06538
9.6948	9613	gamma	eBrem	-1e+06
9.6948	9613	gamma	eBrem	-1e+06
	4.6076	9613	-1	EventGenerator/eBrem/eBrem/
9.651	9614	e-	EventGenerator	0.065464
	1.1527	9614	-1	EventGenerator/
9.6251	9615	e-	EventGenerator	0.065665
	1.1762	9615	-1	EventGenerator/
9.6339	9616	e-	EventGenerator	0.065252
9.6339	9616	gamma	eBrem	-1e+06
9.6339	9616	gamma	eBrem	-1e+06
9.6339	9616	e-	eIoni	-1e+06
9.6339	9616	gamma	eBrem	-1e+06
9.6339	9616	gamma	eBrem	-1e+06
9.6339	9616	e-	compt	-1e+06
9.6339	9616	e-	phot	-1e+06
9.6339	9616	e-	phot	-1e+06
	6.5063	9616	-1	EventGenerator/eBrem/eBrem/eIoni/eBrem/eBrem/compt/phot/phot/
9.5017	9617	e-	EventGenerator	0.065559
	2.4283	9617	-1	EventGenerator/
9.6541	9618	e-	EventGenerator	0.065192
	1.627	9618	-1	EventGenerator/
9.6519	9619	e-	EventGenerator	0.06554
9.6519	9619	gamma	eBrem	-1e+06
9.6519	9619	gamma	eBrem	-1e+06
0.65346	9619	gamma	eBrem	0.072105
0.65346	9619	gamma	eBrem	-1e+06
0.65346	9619	e-	phot	-1e+06
	6.7885	9619	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/
9.6204	9620	e-	EventGenerator	0.065186
9.6204	9620	gamma	eBrem	-1e+06
9.6204	9620	e-	eIoni	-1e+06
9.6204	9620	gamma	eBrem	-1e+06
9.6204	9620	e-	phot	-1e+06
9.6204	9620	e-	phot	-1e+06
	8.2973	9620	-1	EventGenerator/eBrem/eIoni/eBrem/phot/phot/
9.5242	9621	e-	EventGenerator	0.065287
9.5242	9621	gamma	eBrem	-1e+06
9.5242	9621	gamma	eBrem	-1e+06
	2.1118	9621	-1	EventGenerator/eBrem/eBrem/
9.6351	9622	e-	EventGenerator	0.066514
9.6351	9622	gamma	eBrem	-1e+06
	1.5358	9622	-1	EventGenerator/eBrem/
9.6699	9623	e-	EventGenerator	0.065179
1.6446	9623	gamma	eBrem	0.068515
1.6446	9623	gamma	eBrem	-1e+06
0.43477	9623	gamma	eBrem	0.067915
	1.5996	9623	-1	EventGenerator/eBrem/eBrem/eBrem/
9.5205	9624	e-	EventGenerator	0.06567
9.5205	9624	gamma	eBrem	-1e+06
9.5205	9624	gamma	eBrem	-1e+06
9.5205	9624	e-	phot	-1e+06
	1.3816	9624	-1	EventGenerator/eBrem/eBrem/phot/
9.2442	9625	e-	EventGenerator	0.065274
9.2442	9625	e-	eIoni	-1e+06
9.2442	9625	gamma	eBrem	-1e+06
9.2442	9625	gamma	eBrem	-1e+06
9.2442	9625	gamma	eBrem	-1e+06
9.2442	9625	gamma	eBrem	-1e+06
9.2442	9625	gamma	eBrem	-1e+06
9.2442	9625	gamma	eBrem	-1e+06
9.2442	9625	e-	phot	-1e+06
9.2442	9625	e-	phot	-1e+06
9.2442	9625	e-	phot	-1e+06
9.2442	9625	e-	compt	-1e+06
9.2442	9625	e-	phot	-1e+06
	5.9077	9625	-1	EventGenerator/eIoni/eBrem/eBrem/eBrem/eBrem/eBrem/eBrem/phot/phot/phot/compt/phot/
9.6082	9626	e-	EventGenerator	0.065528
9.6082	9626	e-	eIoni	-1e+06
9.6082	9626	gamma	eBrem	-1e+06
9.6082	9626	gamma	eBrem	-1e+06
9.6082	9626	gamma	eBrem	-1e+06
	2.8913	9626	-1	EventGenerator/eIoni/eBrem/eBrem/eBrem/
9.6923	9627	e-	EventGenerator	0.069553
9.6923	9627	gamma	eBrem	-1e+06
9.6923	9627	gamma	eBrem	-1e+06
	2.2571	9627	-1	EventGenerator/eBrem/eBrem/
9.4042	9628	e-	EventGenerator	0.065212
9.4042	9628	gamma	eBrem	-1e+06
9.4042	9628	gamma	eBrem	-1e+06
9.4042	9628	gamma	eBrem	-1e+06
9.4042	9628	e-	phot	-1e+06
	1.4409	9628	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.0692	9629	e-	EventGenerator	0.06553
0.5811	9629	gamma	eBrem	0.065091
0.5811	9629	gamma	eBrem	-1e+06
0.5811	9629	gamma	eBrem	-1e+06
0.5811	9629	gamma	eBrem	-1e+06
0.5811	9629	e-	phot	-1e+06
0.5811	9629	e-	compt	-1e+06
0.5811	9629	e-	phot	-1e+06
0.5811	9629	e-	compt	-1e+06
	4.1964	9629	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/compt/phot/compt/
7.151	9630	e-	EventGenerator	0.066623
2.4885	9630	gamma	eBrem	0.065101
	2.6951	9630	-1	EventGenerator/eBrem/
9.5249	9631	e-	EventGenerator	0.065128
9.5249	9631	gamma	eBrem	-1e+06
9.5249	9631	e-	phot	-1e+06
	2.1664	9631	-1	EventGenerator/eBrem/phot/
9.5871	9632	e-	EventGenerator	0.065873
	1.5106	9632	-1	EventGenerator/
7.6125	9633	e-	EventGenerator	0.066255
2.0583	9633	gamma	eBrem	0.065421
2.0583	9633	gamma	eBrem	-1e+06
2.0583	9633	gamma	eBrem	-1e+06
2.0583	9633	gamma	eBrem	-1e+06
2.0583	9633	e-	phot	-1e+06
	3.0511	9633	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/
9.4916	9634	e-	EventGenerator	0.065275
9.4916	9634	gamma	eBrem	-1e+06
	2.6572	9634	-1	EventGenerator/eBrem/
9.62	9635	e-	EventGenerator	0.065379
9.62	9635	gamma	eBrem	-1e+06
	2.0469	9635	-1	EventGenerator/eBrem/
9.5648	9636	e-	EventGenerator	0.066131
2.8632	9636	gamma	eBrem	0.067057
	1.3256	9636	-1	EventGenerator/eBrem/
9.7143	9637	e-	EventGenerator	0.065152
9.7143	9637	gamma	eBrem	-1e+06
9.7143	9637	gamma	eBrem	-1e+06
9.7143	9637	e-	phot	-1e+06
	1.4036	9637	-1	EventGenerator/eBrem/eBrem/phot/
9.5262	9638	e-	EventGenerator	0.065193
9.5262	9638	gamma	eBrem	-1e+06
9.5262	9638	gamma	eBrem	-1e+06
9.5262	9638	gamma	eBrem	-1e+06
9.5262	9638	e-	phot	-1e+06
	3.1931	9638	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.5945	9639	e-	EventGenerator	0.065707
9.5945	9639	e-	eIoni	-1e+06
9.5945	9639	gamma	eBrem	-1e+06
9.5945	9639	gamma	eBrem	-1e+06
9.5945	9639	gamma	eBrem	-1e+06
	6.8588	9639	-1	EventGenerator/eIoni/eBrem/eBrem/eBrem/
9.6433	9640	e-	EventGenerator	0.065147
9.6433	9640	e-	eIoni	-1e+06
9.6433	9640	gamma	eBrem	-1e+06
9.6433	9640	gamma	eBrem	-1e+06
9.6433	9640	e-	phot	-1e+06
	4.3809	9640	-1	EventGenerator/eIoni/eBrem/eBrem/phot/
9.3594	9641	e-	EventGenerator	0.065712
9.3594	9641	gamma	eBrem	-1e+06
	1.6731	9641	-1	EventGenerator/eBrem/
9.6724	9642	e-	EventGenerator	0.065126
9.6724	9642	gamma	eBrem	-1e+06
9.6724	9642	gamma	eBrem	-1e+06
	2.9956	9642	-1	EventGenerator/eBrem/eBrem/
9.44	9643	e-	EventGenerator	0.06563
9.44	9643	gamma	eBrem	-1e+06
	1.9884	9643	-1	EventGenerator/eBrem/
9.6784	9644	e-	EventGenerator	0.065144
9.6784	9644	gamma	eBrem	-1e+06
9.6784	9644	gamma	eBrem	-1e+06
	1.6809	9644	-1	EventGenerator/eBrem/eBrem/
9.6009	9645	e-	EventGenerator	0.065561
9.6009	9645	gamma	eBrem	-1e+06
	1.1378	9645	-1	EventGenerator/eBrem/
9.6103	9646	e-	EventGenerator	0.065312
9.6103	9646	gamma	eBrem	-1e+06
	1.8056	9646	-1	EventGenerator/eBrem/
9.7043	9647	e-	EventGenerator	0.065274
9.7043	9647	gamma	eBrem	-1e+06
	1.3626	9647	-1	EventGenerator/eBrem/
8.9213	9648	e-	EventGenerator	0.065575
	1.3821	9648	-1	EventGenerator/
9.6723	9649	e-	EventGenerator	0.065782
9.6723	9649	gamma	eBrem	-1e+06
	1.6722	9649	-1	EventGenerator/eBrem/
9.5751	9650	e-	EventGenerator	0.065312
0.068586	9650	gamma	eBrem	0.065506
0.068586	9650	e-	phot	-1e+06
	2.2398	9650	-1	EventGenerator/eBrem/phot/
9.6649	9651	e-	EventGenerator	0.06602
	1.4393	9651	-1	EventGenerator/
9.4804	9652	e-	EventGenerator	0.065325
0.079182	9652	gamma	eBrem	0.065256
0.079182	9652	gamma	eBrem	-1e+06
	2.6323	9652	-1	EventGenerator/eBrem/eBrem/
9.5871	9653	e-	EventGenerator	0.066953
	1.5653	9653	-1	EventGenerator/
9.6901	9654	e-	EventGenerator	0.065312
9.6901	9654	gamma	eBrem	-1e+06
	1.5678	9654	-1	EventGenerator/eBrem/
9.6056	9655	e-	EventGenerator	0.065386
9.6056	9655	gamma	eBrem	-1e+06
	1.3453	9655	-1	EventGenerator/eBrem/
9.6805	9656	e-	EventGenerator	0.065736
9.6805	9656	gamma	eBrem	-1e+06
	1.1753	9656	-1	EventGenerator/eBrem/
9.5546	9657	e-	EventGenerator	0.065347
0.098069	9657	gamma	eBrem	0.06523
0.098069	9657	e-	phot	-1e+06
	1.4971	9657	-1	EventGenerator/eBrem/phot/
9.1207	9658	e-	EventGenerator	0.065715
9.1207	9658	gamma	eBrem	-1e+06
	1.195	9658	-1	EventGenerator/eBrem/
9.5848	9659	e-	EventGenerator	0.065695
9.5848	9659	gamma	eBrem	-1e+06
9.5848	9659	gamma	eBrem	-1e+06
9.5848	9659	e-	phot	-1e+06
	2.0295	9659	-1	EventGenerator/eBrem/eBrem/phot/
9.6727	9660	e-	EventGenerator	0.065143
9.6727	9660	gamma	eBrem	-1e+06
9.6727	9660	gamma	eBrem	-1e+06
9.6727	9660	e-	phot	-1e+06
	1.278	9660	-1	EventGenerator/eBrem/eBrem/phot/
9.6012	9661	e-	EventGenerator	0.065179
0.087518	9661	gamma	eBrem	0.065092
0.087518	9661	gamma	eBrem	-1e+06
	1.9262	9661	-1	EventGenerator/eBrem/eBrem/
9.6931	9662	e-	EventGenerator	0.065686
9.6931	9662	gamma	eBrem	-1e+06
9.6931	9662	e-	phot	-1e+06
	1.4322	9662	-1	EventGenerator/eBrem/phot/
9.5709	9663	e-	EventGenerator	0.06532
0.13209	9663	gamma	eBrem	0.065359
0.13209	9663	gamma	eBrem	-1e+06
0.13209	9663	gamma	eBrem	-1e+06
0.13209	9663	e-	phot	-1e+06
	1.621	9663	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
2.5976	9664	e-	eIoni	0.0699
2.5976	9664	gamma	eBrem	-1e+06
	0.72123	9664	-1	eIoni/eBrem/
9.6513	9665	e-	EventGenerator	0.0656
9.6513	9665	gamma	eBrem	-1e+06
9.6513	9665	gamma	eBrem	-1e+06
9.6513	9665	gamma	eBrem	-1e+06
9.6513	9665	e-	phot	-1e+06
	3.3633	9665	-1	EventGenerator/eBrem/eBrem/eBrem/phot/
9.5871	9666	e-	EventGenerator	0.066045
9.5871	9666	gamma	eBrem	-1e+06
9.5871	9666	gamma	eBrem	-1e+06
	1.2205	9666	-1	EventGenerator/eBrem/eBrem/
9.6074	9667	e-	EventGenerator	0.065343
	1.704	9667	-1	EventGenerator/
9.6544	9668	e-	EventGenerator	0.065362
9.6544	9668	e-	eIoni	-1e+06
9.6544	9668	gamma	eBrem	-1e+06
9.6544	9668	gamma	eBrem	-1e+06
	2.7957	9668	-1	EventGenerator/eIoni/eBrem/eBrem/
9.645	9669	e-	EventGenerator	0.065152
9.645	9669	gamma	eBrem	-1e+06
9.645	9669	gamma	eBrem	-1e+06
9.645	9669	e-	phot	-1e+06
	1.7016	9669	-1	EventGenerator/eBrem/eBrem/phot/
9.6739	9670	e-	EventGenerator	0.065353
9.6739	9670	gamma	eBrem	-1e+06
9.6739	9670	gamma	eBrem	-1e+06
9.6739	9670	e-	compt	-1e+06
	2.0278	9670	-1	EventGenerator/eBrem/eBrem/compt/
9.6152	9671	e-	EventGenerator	0.065571
	1.5281	9671	-1	EventGenerator/
9.6541	9672	e-	EventGenerator	0.065214
	1.6941	9672	-1	EventGenerator/
9.6355	9673	e-	EventGenerator	0.065978
9.6355	9673	gamma	eBrem	-1e+06
9.6355	9673	gamma	eBrem	-1e+06
	1.4716	9673	-1	EventGenerator/eBrem/eBrem/
9.6185	9674	e-	EventGenerator	0.065523
	1.2255	9674	-1	EventGenerator/
9.6723	9675	e-	EventGenerator	0.065431
9.6723	9675	gamma	eBrem	-1e+06
4.099	9675	gamma	eBrem	0.075236
	4.9678	9675	-1	EventGenerator/eBrem/eBrem/
9.5575	9676	e-	EventGenerator	0.065228
9.5575	9676	gamma	eBrem	-1e+06
9.5575	9676	gamma	eBrem	-1e+06
	1.5588	9676	-1	EventGenerator/eBrem/eBrem/
9.5942	9677	e-	EventGenerator	0.065396
0.19392	9677	gamma	eBrem	0.066524
0.19392	9677	e-	phot	-1e+06
	1.7785	9677	-1	EventGenerator/eBrem/phot/
9.5648	9678	e-	EventGenerator	0.065237
9.5648	9678	gamma	eBrem	-1e+06
	1.4827	9678	-1	EventGenerator/eBrem/
9.7014	9679	e-	EventGenerator	0.065468
9.7014	9679	e-	eIoni	-1e+06
	2.4561	9679	-1	EventGenerator/eIoni/
6.0134	9680	e-	EventGenerator	0.06704
3.6132	9680	gamma	eBrem	0.065149
3.6132	9680	gamma	eBrem	-1e+06
3.6132	9680	gamma	eBrem	-1e+06
3.6132	9680	gamma	eBrem	-1e+06
3.6132	9680	gamma	eBrem	-1e+06
3.6132	9680	e-	compt	-1e+06
3.6132	9680	e-	phot	-1e+06
3.6132	9680	e-	phot	-1e+06
	5.0612	9680	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/eBrem/compt/phot/phot/
9.647	9681	e-	EventGenerator	0.065258
9.647	9681	gamma	eBrem	-1e+06
9.647	9681	e-	phot	-1e+06
	1.3899	9681	-1	EventGenerator/eBrem/phot/
9.6569	9682	e-	EventGenerator	0.065399
	1.5451	9682	-1	EventGenerator/
9.524	9683	e-	EventGenerator	0.065237
9.524	9683	gamma	eBrem	-1e+06
9.524	9683	e-	phot	-1e+06
	3.8855	9683	-1	EventGenerator/eBrem/phot/
9.6634	9684	e-	EventGenerator	0.067413
	2.9702	9684	-1	EventGenerator/
9.68	9685	e-	EventGenerator	0.065217
9.68	9685	gamma	eBrem	-1e+06
9.68	9685	gamma	eBrem	-1e+06
	1.4781	9685	-1	EventGenerator/eBrem/eBrem/
9.5554	9686	e-	EventGenerator	0.065482
9.5554	9686	gamma	eBrem	-1e+06
9.5554	9686	e-	phot	-1e+06
	1.6582	9686	-1	EventGenerator/eBrem/phot/
9.5225	9687	e-	EventGenerator	0.0652
9.5225	9687	gamma	eBrem	-1e+06
	1.2451	9687	-1	EventGenerator/eBrem/
9.0576	9688	e-	EventGenerator	0.065227
0.55552	9688	gamma	eBrem	0.065358
0.55552	9688	gamma	eBrem	-1e+06
	1.2003	9688	-1	EventGenerator/eBrem/eBrem/
9.6863	9689	e-	EventGenerator	0.065395
	1.6841	9689	-1	EventGenerator/
5.3926	9690	e-	EventGenerator	0.067956
4.0052	9690	gamma	eBrem	0.065084
	5.3926	9690	-1	EventGenerator/eBrem/
9.6779	9691	e-	EventGenerator	0.06543
	1.7936	9691	-1	EventGenerator/
9.6527	9692	e-	EventGenerator	0.065271
9.6527	9692	e-	eIoni	-1e+06
9.6527	9692	gamma	eBrem	-1e+06
	3.5654	9692	-1	EventGenerator/eIoni/eBrem/
9.6974	9693	e-	EventGenerator	0.065319
9.6974	9693	gamma	eBrem	-1e+06
9.6974	9693	gamma	eBrem	-1e+06
9.6974	9693	gamma	eBrem	-1e+06
9.6974	9693	gamma	eBrem	-1e+06
9.6974	9693	e-	phot	-1e+06
9.6974	9693	e-	phot	-1e+06
	4.9717	9693	-1	EventGenerator/eBrem/eBrem/eBrem/eBrem/phot/phot/
9.63	9694	e-	EventGenerator	0.065628
9.63	9694	gamma	eBrem	-1e+06
	1.182	9694	-1	EventGenerator/eBrem/
9.6378	9695	e-	EventGenerator	0.066209
9.6378	9695	gamma	eBrem	-1e+06
	1.6424	9695	-1	EventGenerator/eBrem/
9.509	9696	e-	EventGenerator	0.065268
	1.8322	9696	-1	EventGenerator/
9.6465	9697	e-	EventGenerator	0.065173
9.6465	9697	gamma	eBrem	-1e+06
	2.1522	9697	-1	EventGenerator/eBrem/
9.6867	9698	e-	EventGenerator	0.066646
9.6867	9698	gamma	eBrem	-1e+06
	1.4349	9698	-1	EventGenerator/eBrem/
9.6008	9699	e-	EventGenerator	0.065913
	1.4228	9699	-1	EventGenerator/
9.6444	9700	e-	EventGenerator	0.065509
9.6444	9700	gamma	eBrem	-1e+06
	1.1833	9700	-1	EventGenerator/eBrem/
9.6726	9701	e-	EventGenerator	0.065358
9.6726	9701	gamma	eBrem	-1e+06
9.6726	9701	e-	eIoni	-1e+06
9.6726	9701	gamma	eBrem	-1e+06
9.6726	9701	gamma	eBrem	-1e+06
9.6726	9701	e-	eIoni	-1e+06
9.6726	9701	e-	phot	-1e+06
9.6726	9701	gamma	eBrem	-1e+06
9.6726	9701	e-	phot	-1e+06
	5.4849	9701	-1	EventGenerator/eBrem/eIoni/eBrem/eBrem/eIoni/phot/eBrem/phot/
9.5297	9702	e-	EventGenerator	0.065251
9.5297	9702	gamma	eBrem	-1e+06
	2.3063	9702	-1	EventGenerator/eBrem/
9.6585	9703	e-	EventGenerator	0.065588
9.6585	9703	gamma	eBrem	-1e+06
	1.5105	9703	-1	EventGenerator/eBrem/
9.6434	9704	e-	EventGenerator	0.06514
	1.1885	9704	-1	EventGenerator/
9.5608	9705	e-	EventGenerator	0.065229
	1.211	9705	-1	EventGenerator/
9.6294	9707	e-	EventGenerator	0.066084
9.6294	9707	gamma	eBrem	-1e+06
9.6294	9707	gamma	eBrem	-1e+06
9.6294	9707	e-	compt	-1e+06
	1.2964	9707	-1	EventGenerator/eBrem/eBrem/compt/
9.4122	9708	e-	EventGenerator	0.065164
	1.0317	9708	-1	EventGenerator/
9.6295	9709	e-	EventGenerator	0.066756
9.6295	9709	gamma	eBrem	-1e+06
	1.5109	9709	-1	EventGenerator/eBrem/
9.5583	9710	e-	EventGenerator	0.065268
0.12688	9710	gamma	eBrem	0.065103
0.12688	9710	gamma	eBrem	-1e+06
0.12688	9710	gamma	eBrem	-1e+06
0.12688	9710	e-	compt	-1e+06
0.12688	9710	e-	compt	-1e+06
0.12688	9710	e-	phot	-1e+06
	4.2619	9710	-1	EventGenerator/eBrem/eBrem/eBrem/compt/compt/phot/
9.5791	9711	e-	EventGenerator	0.065271
